Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"ESRT","EMPIRE STATE REALTY REIT INC TRUST","Equity","0.02","13.96","458,127.00","6,395,452.92","6,395,452.92","Real Estate","BF321D7","US2921041065","New York Stock Exchange Inc."
"PE","PARSLEY ENERGY INC CLASS A","Equity","0.01","18.91","337,787.00","6,387,552.17","6,387,552.17","Energy","BMMV736","US7018771029","New York Stock Exchange Inc."
"DELL","DELL TECHNOLOGIES INC CLASS C","Equity","0.01","51.39","122,927.00","6,317,218.53","6,317,218.53","Information Technology","BHKD3S6","US24703L2025","New York Stock Exchange Inc."
"UFS","DOMTAR CORP","Equity","0.01","38.24","163,997.00","6,271,245.28","6,271,245.28","Materials","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"HAIN","HAIN CELESTIAL GROUP INC","Equity","0.01","25.95","239,068.00","6,205,009.94","6,205,009.94","Consumer Staples","2492337","US4052171000","NASDAQ"
"SITC","SITE CENTERS CORP","Equity","0.01","14.02","441,559.00","6,190,657.18","6,190,657.18","Real Estate","BGL0KF5","US82981J1097","New York Stock Exchange Inc."
"KOS","KOSMOS ENERGY LTD","Equity","0.01","5.70","1,063,997.00","6,064,782.90","6,064,782.90","Energy","BHK15K6","US5006881065","New York Stock Exchange Inc."
"FAST","FASTENAL","Equity","0.01","36.95","159,436.00","5,891,160.20","5,891,160.20","Industrials","2332262","US3119001044","NASDAQ"
"URBN","URBAN OUTFITTERS INC","Equity","0.01","27.77","212,175.00","5,892,099.75","5,892,099.75","Consumer Discretionary","2933438","US9170471026","NASDAQ"
"PTEN","PATTERSON UTI ENERGY INC","Equity","0.01","10.50","559,966.00","5,879,643.00","5,879,643.00","Energy","2672537","US7034811015","NASDAQ"
"JWA","JOHN WILEY AND SONS INC CLASS A","Equity","0.01","48.52","120,784.00","5,860,439.68","5,860,439.68","Communication","2965668","US9682232064","New York Stock Exchange Inc."
"EXPE","EXPEDIA GROUP INC","Equity","0.01","108.14","53,709.00","5,808,091.26","5,808,091.26","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"EVR","EVERCORE INC CLASS A","Equity","0.01","74.76","77,633.00","5,803,843.08","5,803,843.08","Financials","B1BHXZ2","US29977A1051","New York Stock Exchange Inc."
"CHH","CHOICE HOTELS INTERNATIONAL INC","Equity","0.01","103.43","55,766.00","5,767,877.38","5,767,877.38","Consumer Discretionary","2106780","US1699051066","New York Stock Exchange Inc."
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.01","250.88","22,895.00","5,743,897.60","5,743,897.60","Industrials","B40SSC9","US4464131063","New York Stock Exchange Inc."
"MSFUT","CASH COLLATERAL MSFUT USD","Cash Collateral and Margins","0.01","100.00","5,705,740.00","5,705,740.00","5,705,740.00","Cash and/or Derivatives","-","-","-"
"IR","INGERSOLL RAND PLC","Equity","0.01","132.92","41,802.00","5,556,321.84","5,556,321.84","Industrials","B633030","IE00B6330302","New York Stock Exchange Inc."
"MOH","MOLINA HEALTHCARE INC","Equity","0.01","135.69","40,675.00","5,519,190.75","5,519,190.75","Health Care","2212706","US60855R1005","New York Stock Exchange Inc."
"AM","ANTERO MIDSTREAM CORP","Equity","0.01","7.59","724,857.00","5,501,664.63","5,501,664.63","Energy","BJBT0Q4","US03676B1026","New York Stock Exchange Inc."
"ALNY","ALNYLAM PHARMACEUTICALS INC","Equity","0.01","115.17","47,324.00","5,450,305.08","5,450,305.08","Health Care","B00FWN1","US02043Q1076","NASDAQ"
"X","US STEEL CORP","Equity","0.01","11.41","473,186.00","5,399,052.26","5,399,052.26","Materials","2824770","US9129091081","New York Stock Exchange Inc."
"TCO","TAUBMAN CENTERS REIT INC","Equity","0.01","31.09","171,627.00","5,335,883.43","5,335,883.43","Real Estate","2872252","US8766641034","New York Stock Exchange Inc."
"BGCP","BGC PARTNERS INC CLASS A","Equity","0.01","5.94","881,559.00","5,236,460.46","5,236,460.46","Financials","2528168","US05541T1016","NASDAQ"
"NWS","NEWS CORP CLASS B","Equity","0.01","14.51","355,447.00","5,157,535.97","5,157,535.97","Communication","BBGVT51","US65249B2088","NASDAQ"
"OI","O I GLASS INC","Equity","0.01","11.93","424,392.00","5,062,996.56","5,062,996.56","Materials","BKLKXD2","US67098H1041","New York Stock Exchange Inc."
"AVTR","AVANTOR INC","Equity","0.01","18.15","261,327.00","4,743,085.05","4,743,085.05","Health Care","BJLT387","US05352A1007","New York Stock Exchange Inc."
"AMTD","TD AMERITRADE HOLDING CORP","Equity","0.01","49.70","95,237.00","4,733,278.90","4,733,278.90","Financials","2983154","US87236Y1082","NASDAQ"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Equity","0.01","50.22","93,631.00","4,702,148.82","4,702,148.82","Consumer Discretionary","2943523","US70959W1036","New York Stock Exchange Inc."
"IGT","INTERNATIONAL GAME TECHNOLOGY PLC","Equity","0.01","14.97","301,145.00","4,508,140.65","4,508,140.65","Consumer Discretionary","BVG7F06","GB00BVG7F061","New York Stock Exchange Inc."
"ESI","ELEMENT SOLUTIONS INC","Equity","0.01","11.68","374,221.00","4,370,901.28","4,370,901.28","Materials","BJ1C2K1","US28618M1062","New York Stock Exchange Inc."
"REZI","RESIDEO TECHNOLOGIES INC","Equity","0.01","11.93","360,948.00","4,306,109.64","4,306,109.64","Industrials","BFD1TJ6","US76118Y1047","New York Stock Exchange Inc."
"WCG","WELLCARE HEALTHCARE PLANS INC","Equity","0.01","330.21","12,582.00","4,154,702.22","4,154,702.22","Health Care","B01R258","US94946T1060","New York Stock Exchange Inc."
"VMC","VULCAN MATERIALS","Equity","0.01","143.99","28,514.00","4,105,730.86","4,105,730.86","Materials","2931205","US9291601097","New York Stock Exchange Inc."
"CTXS","CITRIX SYSTEMS INC","Equity","0.01","110.90","36,986.00","4,101,747.40","4,101,747.40","Information Technology","2182553","US1773761002","NASDAQ"
"NVST","ENVISTA HOLDINGS CORP","Equity","0.01","29.64","138,442.00","4,103,420.88","4,103,420.88","Health Care","BK63SF3","US29415F1049","New York Stock Exchange Inc."
"PRI","PRIMERICA INC","Equity","0.01","130.56","31,167.00","4,069,163.52","4,069,163.52","Financials","B50K3X8","US74164M1080","New York Stock Exchange Inc."
"CNA","CNA FINANCIAL CORP","Equity","0.01","44.81","90,155.00","4,039,845.55","4,039,845.55","Financials","2204866","US1261171003","New York Stock Exchange Inc."
"BWXT","BWX TECHNOLOGIES INC","Equity","0.01","62.08","64,996.00","4,034,951.68","4,034,951.68","Industrials","BZ0W624","US05605H1005","New York Stock Exchange Inc."
"ERIE","ERIE INDEMNITY CLASS A","Equity","0.01","166.00","24,233.00","4,022,678.00","4,022,678.00","Financials","2311711","US29530P1021","NASDAQ"
"MCY","MERCURY GENERAL CORP","Equity","0.01","48.73","80,244.00","3,910,290.12","3,910,290.12","Financials","2578464","US5894001008","New York Stock Exchange Inc."
"MAT","MATTEL INC","Equity","0.01","13.55","284,326.00","3,852,617.30","3,852,617.30","Consumer Discretionary","2572303","US5770811025","NASDAQ"
"CDAY","CERIDIAN HCM HOLDING INC","Equity","0.01","67.88","54,612.00","3,707,062.56","3,707,062.56","Information Technology","BFX1V56","US15677J1088","New York Stock Exchange Inc."
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.01","21.60","169,500.00","3,661,200.00","3,661,200.00","Consumer Discretionary","B0PZN11","US9043111072","New York Stock Exchange Inc."
"LGFB","LIONS GATE ENTERTAINMENT NON VOTIN","Equity","0.01","9.93","365,779.00","3,632,185.47","3,632,185.47","Communication","BD8NB53","CA5359195008","New York Stock Exchange Inc."
"CVET","COVETRUS INC","Equity","0.01","13.20","267,054.00","3,525,112.80","3,525,112.80","Health Care","BHZSB82","US22304C1009","NASDAQ"
"SEB","SEABOARD CORP","Equity","0.01","4,250.55","824.00","3,502,453.20","3,502,453.20","Consumer Staples","2786687","US8115431079","Nyse Mkt Llc"
"JKHY","JACK HENRY ANS ASSOCIATES INC","Equity","0.01","145.67","23,646.00","3,444,512.82","3,444,512.82","Information Technology","2469193","US4262811015","NASDAQ"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Equity","0.01","61.40","55,826.00","3,427,716.40","3,427,716.40","Information Technology","B58YSC6","US78467J1007","NASDAQ"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Equity","0.01","43.78","77,082.00","3,374,649.96","3,374,649.96","Communication","BD72R64","US5312298707","NASDAQ"
"UA","UNDER ARMOUR INC CLASS C","Equity","0.01","19.18","173,385.00","3,325,524.30","3,325,524.30","Consumer Discretionary","BDF9YM2","US9043112062","New York Stock Exchange Inc."
"CSL","CARLISLE COMPANIES INC","Equity","0.01","161.84","19,597.00","3,171,578.48","3,171,578.48","Industrials","2176318","US1423391002","New York Stock Exchange Inc."
"CHK","CHESAPEAKE ENERGY CORP","Equity","0.01","0.83","3,829,370.00","3,161,527.87","3,161,527.87","Energy","2182779","US1651671075","New York Stock Exchange Inc."
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Equity","0.01","21.82","144,012.00","3,142,341.84","3,142,341.84","Industrials","BYVN953","US80689H1023","New York Stock Exchange Inc."
"SFM","SPROUTS FARMERS MARKET INC","Equity","0.01","19.35","161,972.00","3,134,158.20","3,134,158.20","Consumer Staples","BCGCR79","US85208M1027","NASDAQ"
"HBI","HANESBRANDS INC","Equity","0.01","14.85","209,292.00","3,107,986.20","3,107,986.20","Consumer Discretionary","B1BJSL9","US4103451021","New York Stock Exchange Inc."
"AKAM","AKAMAI TECHNOLOGIES INC","Equity","0.01","86.38","35,951.00","3,105,447.38","3,105,447.38","Information Technology","2507457","US00971T1016","NASDAQ"
"COR","CORESITE REALTY REIT CORP","Equity","0.01","112.12","27,540.00","3,087,784.80","3,087,784.80","Real Estate","B3T3VV8","US21870Q1058","New York Stock Exchange Inc."
"NXST","NEXSTAR MEDIA GROUP INC CLASS A","Equity","0.01","117.25","26,158.00","3,067,025.50","3,067,025.50","Communication","2949758","US65336K1034","NASDAQ"
"WWD","WOODWARD INC","Equity","0.01","118.44","25,841.00","3,060,608.04","3,060,608.04","Industrials","2948089","US9807451037","NASDAQ"
"CMD","CANTEL MEDICAL CORP","Equity","0.01","70.90","42,186.00","2,990,987.40","2,990,987.40","Health Care","2188153","US1380981084","New York Stock Exchange Inc."
"TFSL","TFS FINANCIAL CORP","Equity","0.01","19.68","151,739.00","2,986,223.52","2,986,223.52","Financials","B1W8J67","US87240R1077","NASDAQ"
"WBC","WABCO HOLDINGS INC","Equity","0.01","135.50","21,321.00","2,888,995.50","2,888,995.50","Industrials","B23CNQ3","US92927K1025","New York Stock Exchange Inc."
"PPC","PILGRIMS PRIDE CORP","Equity","0.01","32.72","88,189.00","2,885,103.14","2,885,103.14","Consumer Staples","B5L3PZ2","US72147K1088","NASDAQ"
"CRNC","CERENCE INC","Equity","0.01","22.63","124,087.00","2,808,088.81","2,808,088.81","Information Technology","BJNPYY6","US1567271093","NASDAQ"
"ANAT","AMERICAN NATIONAL INSURANCE","Equity","0.01","117.68","23,557.00","2,772,187.76","2,772,187.76","Financials","2028420","US0285911055","NASDAQ"
"COLM","COLUMBIA SPORTSWEAR","Equity","0.01","100.19","26,420.00","2,647,019.80","2,647,019.80","Consumer Discretionary","2229126","US1985161066","NASDAQ"
"MTN","VAIL RESORTS INC","Equity","0.01","239.83","11,000.00","2,638,130.00","2,638,130.00","Consumer Discretionary","2954194","US91879Q1094","New York Stock Exchange Inc."
"CDEV","CENTENNIAL RESOURCE DEVELOPMENT IN","Equity","0.01","4.62","560,928.00","2,591,487.36","2,591,487.36","Energy","BYM4Z79","US15136A1025","NASDAQ"
"RRC","RANGE RESOURCES CORP","Equity","0.01","4.85","532,568.00","2,582,954.80","2,582,954.80","Energy","2523334","US75281A1097","New York Stock Exchange Inc."
"GO","GROCERY OUTLET HOLDING CORP","Equity","0.01","32.45","79,369.00","2,575,524.05","2,575,524.05","Consumer Staples","BK1KWF7","US39874R1014","NASDAQ"
"SCCO","SOUTHERN COPPER CORP","Equity","0.01","42.48","57,522.00","2,443,534.56","2,443,534.56","Materials","2823777","US84265V1052","New York Stock Exchange Inc."
"EAF","GRAFTECH INTERNATIONAL LTD","Equity","0.01","11.62","201,760.00","2,344,451.20","2,344,451.20","Industrials","BFZP4T1","US3843135084","New York Stock Exchange Inc."
"JAZZ","JAZZ PHARMACEUTICALS PLC","Equity","0.01","149.28","15,479.00","2,310,705.12","2,310,705.12","Health Care","B4Q5ZN4","IE00B4Q5ZN47","NASDAQ"
"ADT","ADT INC","Equity","0.01","7.93","279,147.00","2,213,635.71","2,213,635.71","Industrials","BFWCP81","US00090Q1031","New York Stock Exchange Inc."
"EXP","EAGLE MATERIALS INC","Equity","0.00","90.66","23,200.00","2,103,312.00","2,103,312.00","Materials","2191399","US26969P1084","New York Stock Exchange Inc."
"TWOU","2U INC","Equity","0.00","23.99","85,789.00","2,058,078.11","2,058,078.11","Information Technology","BKWBZZ0","US90214J1016","NASDAQ"
"NDSN","NORDSON CORP","Equity","0.00","162.84","12,619.00","2,054,877.96","2,054,877.96","Industrials","2641838","US6556631025","NASDAQ"
"AR","ANTERO RESOURCES CORP","Equity","0.00","2.85","668,235.00","1,904,469.75","1,904,469.75","Energy","BFD2WR8","US03674X1063","New York Stock Exchange Inc."
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Equity","0.00","72.88","25,133.00","1,831,693.04","1,831,693.04","Industrials","B1HMMS7","US8485741099","New York Stock Exchange Inc."
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.00","67.60","26,994.00","1,824,794.40","1,824,794.40","Consumer Staples","2146838","US1156372096","New York Stock Exchange Inc."
"FFIV","F5 NETWORKS INC","Equity","0.00","139.65","13,051.00","1,822,572.15","1,822,572.15","Information Technology","2427599","US3156161024","NASDAQ"
"LII","LENNOX INTERNATIONAL INC","Equity","0.00","243.97","7,269.00","1,773,417.93","1,773,417.93","Industrials","2442053","US5261071071","New York Stock Exchange Inc."
"CACC","CREDIT ACCEPTANCE CORP","Equity","0.00","442.33","3,997.00","1,767,993.01","1,767,993.01","Financials","2232050","US2253101016","NASDAQ"
"AVY","AVERY DENNISON CORP","Equity","0.00","130.82","12,942.00","1,693,072.44","1,693,072.44","Materials","2066408","US0536111091","New York Stock Exchange Inc."
"VIRT","VIRTU FINANCIAL INC CLASS A","Equity","0.00","15.99","99,638.00","1,593,211.62","1,593,211.62","Financials","BWTVWD4","US9282541013","NASDAQ"
"GTES","GATES INDUSTRIAL PLC","Equity","0.00","13.76","107,062.00","1,473,173.12","1,473,173.12","Industrials","BD9G2S1","GB00BD9G2S12","New York Stock Exchange Inc."
"LENB","LENNAR CORP CLASS B","Equity","0.00","44.70","32,766.00","1,464,640.20","1,464,640.20","Consumer Discretionary","2578293","US5260573028","New York Stock Exchange Inc."
"PII","POLARIS INDUSTRIES INC","Equity","0.00","101.70","13,436.00","1,366,441.20","1,366,441.20","Consumer Discretionary","2692933","US7310681025","New York Stock Exchange Inc."
"IAA","IAA INC","Equity","0.00","47.06","28,227.00","1,328,362.62","1,328,362.62","Industrials","BJF8Q81","US4492531037","New York Stock Exchange Inc."
"SWI","SOLARWINDS CORP","Equity","0.00","18.55","71,678.00","1,329,626.90","1,329,626.90","Information Technology","BG1VY34","US83417Q1058","New York Stock Exchange Inc."
"USM","UNITED STATES CELLULAR CORP","Equity","0.00","36.23","34,623.00","1,254,391.29","1,254,391.29","Communication","2918996","US9116841084","New York Stock Exchange Inc."
"LGFA","LIONS GATE ENTERTAINMENT VOTING CO","Equity","0.00","10.66","115,576.00","1,232,040.16","1,232,040.16","Communication","BD8NBC0","CA5359194019","New York Stock Exchange Inc."
"MRNA","MODERNA INC","Equity","0.00","19.56","59,240.00","1,158,734.40","1,158,734.40","Health Care","BGSXTS3","US60770K1079","NASDAQ"
"KAR","KAR AUCTION SERVICES INC","Equity","0.00","21.79","48,060.00","1,047,227.40","1,047,227.40","Industrials","B4Y1MH7","US48238T1097","New York Stock Exchange Inc."
"HXL","HEXCEL CORP","Equity","0.00","73.31","11,620.00","851,862.20","851,862.20","Industrials","2416779","US4282911084","New York Stock Exchange Inc."
"LSTR","LANDSTAR SYSTEM INC","Equity","0.00","113.87","7,147.00","813,828.89","813,828.89","Industrials","2503994","US5150981018","NASDAQ"
"DNKN","DUNKIN BRANDS GROUP INC","Equity","0.00","75.54","10,789.00","815,001.06","815,001.06","Consumer Discretionary","B3LHT03","US2655041000","NASDAQ"
"ARD","ARDAGH GROUP SA CLASS A","Equity","0.00","19.58","37,086.00","726,143.88","726,143.88","Materials","BYXR9D1","LU1565283667","New York Stock Exchange Inc."
"CHNG","CHANGE HEALTHCARE INC","Equity","0.00","16.39","41,258.00","676,218.62","676,218.62","Health Care","BK5CVS5","US15912K1007","NASDAQ"
"VIACA","VIACOMCBS INC CLASS A","Equity","0.00","44.87","13,348.00","598,924.76","598,924.76","Communication","BKTNTP7","US92556H1077","NASDAQ"
"BFA","BROWN FORMAN CORP CLASS A","Equity","0.00","62.77","8,765.00","550,179.05","550,179.05","Consumer Staples","2146816","US1156371007","New York Stock Exchange Inc."
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Equity","0.00","96.73","5,621.00","543,719.33","543,719.33","Industrials","2516851","US5339001068","NASDAQ"
"TRIP","TRIPADVISOR INC","Equity","0.00","30.38","16,554.00","502,910.52","502,910.52","Communication","B6ZC3N6","US8969452015","NASDAQ"
"NEU","NEWMARKET CORP","Equity","0.00","486.52","959.00","466,572.68","466,572.68","Materials","B01CGF1","US6515871076","New York Stock Exchange Inc."
"DT","DYNATRACE INC","Equity","0.00","25.30","17,596.00","445,178.80","445,178.80","Information Technology","BJV2RD9","US2681501092","New York Stock Exchange Inc."
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Equity","0.00","29.92","14,037.00","419,987.04","419,987.04","Health Care","BJ5FZ74","US00650F1093","NASDAQ"
"MDLA","MEDALLIA INC","Equity","0.00","31.11","13,425.00","417,651.75","417,651.75","Information Technology","BJDX8X7","US5840211099","New York Stock Exchange Inc."
"SBGI","SINCLAIR BROADCAST GROUP INC CLASS","Equity","0.00","33.34","11,002.00","366,806.68","366,806.68","Communication","2799351","US8292261091","NASDAQ"
"FAH0","S&P MID 400 EMINI MAR 20","Futures","0.00","2,064.80","204.00","0.00","42,121,920.00","Cash and/or Derivatives","-","-","Index And Options Market"
"ESH0","S&P500 EMINI MAR 20","Futures","0.00","3,231.10","582.00","0.00","94,025,010.00","Cash and/or Derivatives","-","-","Index And Options Market"
 
